kg_id	ml1m_id	db_id	name	dbpedia_url
776	953	1044	It's a Wonderful Life (1946)	http://dbpedia.org/resource/It's_a_Wonderful_Life_(1994_film)
777	954	12629	Mr. Smith Goes to Washington (1939)	http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington
778	955	7291	Bringing Up Baby (1938)	http://dbpedia.org/resource/Bringing_Up_Baby
779	957	1178	Scarlet Letter, The (1926)	http://dbpedia.org/resource/The_Scarlet_Letter_(1926_film)
780	967	8296	Outlaw, The (1943)	http://dbpedia.org/resource/Outlaw_(2007_film)
781	968	1861	Night of the Living Dead (1968)	http://dbpedia.org/resource/Night_of_the_Living_Dead_3D
782	969	2328	African Queen, The (1951)	http://dbpedia.org/resource/The_African_Queen_(film)
783	971	4566	Cat on a Hot Tin Roof (1958)	http://dbpedia.org/resource/Cat_on_a_Hot_Tin_Roof_(film)
784	979	6489	Nothing Personal (1995)	http://dbpedia.org/resource/Nothing_Personal_(2009_film)
785	980	7841	In the Line of Duty 2 (1987)	http://dbpedia.org/resource/Yes,_Madam
786	981	12454	Dangerous Ground (1997)	http://dbpedia.org/resource/Dangerous_Ground
787	982	13461	Picnic (1955)	http://dbpedia.org/resource/Picnic_(1955_film)
788	983	11841	Madagascar Skin (1995)	http://dbpedia.org/resource/Madagascar_Skin
789	984	10099	Pompatus of Love, The (1996)	http://dbpedia.org/resource/The_Pompatus_of_Love
790	985	13311	Small Wonders (1996)	http://dbpedia.org/resource/Small_Wonders
791	986	5557	Fly Away Home (1996)	http://dbpedia.org/resource/Fly_Away_Home
792	987	6621	Bliss (1997)	http://dbpedia.org/resource/Bliss_(1985_film)
793	988	5770	Grace of My Heart (1996)	http://dbpedia.org/resource/Grace_of_My_Heart
794	989	4446	Schlafes Bruder (Brother of Sleep) (1995)	http://dbpedia.org/resource/Brother_of_Sleep
795	990	10378	Maximum Risk (1996)	http://dbpedia.org/resource/Maximum_Risk
796	991	5942	Michael Collins (1996)	http://dbpedia.org/resource/Michael_Collins_(film)
797	992	4723	Rich Man's Wife, The (1996)	http://dbpedia.org/resource/The_Rich_Man's_Wife
798	993	9176	Infinity (1996)	http://dbpedia.org/resource/Infinity_(film)
799	994	4115	Big Night (1996)	http://dbpedia.org/resource/Big_Night
800	996	7681	Last Man Standing (1996)	http://dbpedia.org/resource/Last_Man_Standing_(film)
801	997	4524	Caught (1996)	http://dbpedia.org/resource/Caught_(1949_film)
802	998	12417	Set It Off (1996)	http://dbpedia.org/resource/Set_It_Off
803	999	2919	2 Days in the Valley (1996)	http://dbpedia.org/resource/2_Days_in_the_Valley
804	1000	1313	Curdled (1996)	http://dbpedia.org/resource/Curdled_(film)
805	1002	9153	Ed's Next Move (1996)	http://dbpedia.org/resource/Ed's_Next_Move
806	1003	3226	Extreme Measures (1996)	http://dbpedia.org/resource/Extreme_Measures
807	1004	10746	Glimmer Man, The (1996)	http://dbpedia.org/resource/The_Glimmer_Man
808	1005	1062	D3: The Mighty Ducks (1996)	http://dbpedia.org/resource/D3:_The_Mighty_Ducks
809	1006	5633	Chamber, The (1996)	http://dbpedia.org/resource/The_Chamber_(film)
810	1007	10868	Apple Dumpling Gang, The (1975)	http://dbpedia.org/resource/The_Apple_Dumpling_Gang_(film)
811	1008	8440	Davy Crockett, King of the Wild Frontier (1955)	http://dbpedia.org/resource/Davy_Crockett,_King_of_the_Wild_Frontier
812	1009	6083	Escape to Witch Mountain (1975)	http://dbpedia.org/resource/Escape_to_Witch_Mountain_(1975_film)
813	1010	13337	Love Bug, The (1969)	http://dbpedia.org/resource/The_Love_Bug_(1925_film)
814	1011	11514	Herbie Rides Again (1974)	http://dbpedia.org/resource/Herbie_Rides_Again
815	1012	5316	Old Yeller (1957)	http://dbpedia.org/resource/Old_Yeller_(film)
816	1013	3921	Parent Trap, The (1961)	http://dbpedia.org/resource/The_Parent_Trap_(1961_film)
817	1015	13064	Homeward Bound: The Incredible Journey (1993)	http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey
818	1016	11801	Shaggy Dog, The (1959)	http://dbpedia.org/resource/The_Shaggy_Dog_(1959_film)
819	1017	7828	Swiss Family Robinson (1960)	http://dbpedia.org/resource/Swiss_Family_Robinson_(1960_film)
820	1018	5414	That Darn Cat! (1965)	http://dbpedia.org/resource/That_Darn_Cat!
821	1020	13084	Cool Runnings (1993)	http://dbpedia.org/resource/Cool_Runnings
822	1021	1136	Angels in the Outfield (1994)	http://dbpedia.org/resource/Angels_in_the_Outfield_(1994_film)
823	1022	4220	Cinderella (1950)	http://dbpedia.org/resource/Cinderella_(1950_film)
824	1023	14088	Winnie the Pooh and the Blustery Day (1968)	http://dbpedia.org/resource/Winnie_the_Pooh_and_the_Blustery_Day
825	1024	1177	Three Caballeros, The (1945)	http://dbpedia.org/resource/The_Three_Caballeros
826	1025	11533	Sword in the Stone, The (1963)	http://dbpedia.org/resource/The_Sword_in_the_Stone_(film)
827	1026	6653	So Dear to My Heart (1949)	http://dbpedia.org/resource/So_Dear_to_My_Heart
828	1027	7214	Robin Hood: Prince of Thieves (1991)	http://dbpedia.org/resource/Robin_Hood:_Prince_of_Thieves
829	1028	5597	Mary Poppins (1964)	http://dbpedia.org/resource/Mary_Poppins_(film)
830	1029	2196	Dumbo (1941)	http://dbpedia.org/resource/Dumbo
831	1030	3924	Pete's Dragon (1977)	http://dbpedia.org/resource/Pete's_Dragon
832	1031	12311	Bedknobs and Broomsticks (1971)	http://dbpedia.org/resource/Bedknobs_and_Broomsticks
833	1032	2968	Alice in Wonderland (1951)	http://dbpedia.org/resource/Alice_in_Wonderland_(1951_film)
834	1033	9852	Fox and the Hound, The (1981)	http://dbpedia.org/resource/The_Fox_and_the_Hound_2
835	1034	12325	Freeway (1996)	http://dbpedia.org/resource/Freeway_(1996_film)
836	1035	11238	Sound of Music, The (1965)	http://dbpedia.org/resource/The_Sound_of_Music_(film)
837	1036	13061	Die Hard (1988)	http://dbpedia.org/resource/Die_Hard
838	1037	11398	Lawnmower Man, The (1992)	http://dbpedia.org/resource/The_Lawnmower_Man_(film)
839	1038	14084	Unhook the Stars (1996)	http://dbpedia.org/resource/Unhook_the_Stars
840	1040	9036	Secret Agent, The (1996)	http://dbpedia.org/resource/The_Secret_Agent_(film)
841	1041	13446	Secrets & Lies (1996)	http://dbpedia.org/resource/Secrets_of_the_Furious_Five
842	1042	8369	That Thing You Do! (1996)	http://dbpedia.org/resource/That_Thing_You_Do!
843	1043	14249	To Gillian on Her 37th Birthday (1996)	http://dbpedia.org/resource/To_Gillian_on_Her_37th_Birthday
844	1044	8484	Surviving Picasso (1996)	http://dbpedia.org/resource/Surviving_Picasso
845	1045	8026	Love Is All There Is (1996)	http://dbpedia.org/resource/Love_Is_All_There_Is
846	1046	8668	Beautiful Thing (1996)	http://dbpedia.org/resource/Beautiful_Thing_(film)
847	1047	9128	Long Kiss Goodnight, The (1996)	http://dbpedia.org/resource/The_Long_Kiss_Goodnight
848	1049	10309	Ghost and the Darkness, The (1996)	http://dbpedia.org/resource/The_Ghost_and_the_Darkness
849	1050	9386	Looking for Richard (1996)	http://dbpedia.org/resource/Looking_for_Richard
850	1051	11744	Trees Lounge (1996)	http://dbpedia.org/resource/Trees_Lounge
851	1052	91	Proprietor, The (1996)	http://dbpedia.org/resource/The_Proprietor
852	1053	13169	Normal Life (1996)	http://dbpedia.org/resource/Normal_Life
853	1054	8245	Get on the Bus (1996)	http://dbpedia.org/resource/Get_on_the_Bus
854	1055	14453	Shadow Conspiracy (1997)	http://dbpedia.org/resource/Shadow_Conspiracy
855	1056	1405	Jude (1996)	http://dbpedia.org/resource/Jude_(film)
856	1057	189	Everyone Says I Love You (1996)	http://dbpedia.org/resource/Everyone_Says_I_Love_You
857	1060	11478	Swingers (1996)	http://dbpedia.org/resource/Swingers_(1996_film)
858	1061	8194	Sleepers (1996)	http://dbpedia.org/resource/Sleepers_(film)
859	1062	11919	Sunchaser, The (1996)	http://dbpedia.org/resource/Sunchaser
860	1063	7478	Johns (1996)	http://dbpedia.org/resource/Johns_(film)
861	1064	12491	Aladdin and the King of Thieves (1996)	http://dbpedia.org/resource/Aladdin_and_the_King_of_Thieves
862	1065	1841	Woman in Question, The (1950)	http://dbpedia.org/resource/The_Woman_in_Question
863	1066	126	Shall We Dance? (1937)	http://dbpedia.org/resource/Shall_We_Dance_(1937_film)
864	1067	12782	Damsel in Distress, A (1937)	http://dbpedia.org/resource/A_Damsel_in_Distress_(film)
865	1068	6530	Crossfire (1947)	http://dbpedia.org/resource/Crossfire_(film)
866	1069	2380	Murder, My Sweet (1944)	http://dbpedia.org/resource/Murder,_My_Sweet
867	1070	4596	Macao (1952)	http://dbpedia.org/resource/Macao_(film)
868	1071	6687	For the Moment (1994)	http://dbpedia.org/resource/The_Great_Moment_(1944_film)
869	1076	10132	Innocents, The (1961)	http://dbpedia.org/resource/Innocents_of_Paris
870	1077	10564	Sleeper (1973)	http://dbpedia.org/resource/Sleeper
871	1078	10568	Bananas (1971)	http://dbpedia.org/resource/Bananas_(film)
872	1079	11682	Fish Called Wanda, A (1988)	http://dbpedia.org/resource/A_Fish_Called_Wanda
873	1080	9	Monty Python's Life of Brian (1979)	http://dbpedia.org/resource/Monty_Python's_Life_of_Brian
874	1081	12111	Victor/Victoria (1982)	http://dbpedia.org/resource/Victor/Victoria_(1995_film)
875	1082	11513	Candidate, The (1972)	http://dbpedia.org/resource/The_Candidate_(1972_film)
876	1083	1323	Great Race, The (1965)	http://dbpedia.org/resource/The_Great_Race
877	1084	4612	Bonnie and Clyde (1967)	http://dbpedia.org/resource/Bonnie_and_Clyde_(film)
878	1085	1159	Old Man and the Sea, The (1958)	http://dbpedia.org/resource/The_Old_Man_and_the_Sea_(1958_film)
879	1086	10363	Dial M for Murder (1954)	http://dbpedia.org/resource/Dial_M_for_Murder
880	1087	11098	Madame Butterfly (1995)	http://dbpedia.org/resource/Madame_Butterfly_(1915_film)
881	1088	2586	Dirty Dancing (1987)	http://dbpedia.org/resource/Dirty_Dancing
882	1089	6477	Reservoir Dogs (1992)	http://dbpedia.org/resource/Reservoir_Dogs
883	1090	3864	Platoon (1986)	http://dbpedia.org/resource/Platoon_(film)
884	1091	6246	Weekend at Bernie's (1989)	http://dbpedia.org/resource/Weekend_at_Bernie's_II
885	1092	11366	Basic Instinct (1992)	http://dbpedia.org/resource/Basic_Instinct_2
886	1093	7790	Doors, The (1991)	http://dbpedia.org/resource/The_Doors_(film)
887	1094	8962	Crying Game, The (1992)	http://dbpedia.org/resource/The_Crying_Game
888	1095	7131	Glengarry Glen Ross (1992)	http://dbpedia.org/resource/Glengarry_Glen_Ross_(film)
889	1096	424	Sophie's Choice (1982)	http://dbpedia.org/resource/Sophie's_Choice_(film)
890	1097	4006	E.T. the Extra-Terrestrial (1982)	http://dbpedia.org/resource/E.T._the_Extra-Terrestrial
891	1099	5394	Christmas Carol, A (1938)	http://dbpedia.org/resource/A_Christmas_Carol_(2009_film)
892	1100	4504	Days of Thunder (1990)	http://dbpedia.org/resource/Days_of_Thunder
893	1101	1700	Top Gun (1986)	http://dbpedia.org/resource/Top_Gun_(1955_film)
894	1102	13192	American Strays (1996)	http://dbpedia.org/resource/American_Strays
895	1103	6943	Rebel Without a Cause (1955)	http://dbpedia.org/resource/Rebel_Without_a_Cause
896	1104	1795	Streetcar Named Desire, A (1951)	http://dbpedia.org/resource/A_Streetcar_Named_Desire_(1951_film)
897	1105	4244	Children of the Corn IV: The Gathering (1996)	http://dbpedia.org/resource/Children_of_the_Corn_IV:_The_Gathering
898	1111	1576	Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)	http://dbpedia.org/resource/Microcosmos_(film)
899	1112	7635	Palookaville (1996)	http://dbpedia.org/resource/Palookaville_(film)
900	1113	3324	Associate, The (1996)	http://dbpedia.org/resource/The_Associate
901	1114	13063	Funeral, The (1996)	http://dbpedia.org/resource/Funeral_in_Berlin_(film)
902	1115	8699	Sleepover (1995)	http://dbpedia.org/resource/Sleepover_(film)
903	1119	12820	Drunks (1997)	http://dbpedia.org/resource/Punch_Drunks
904	1120	7107	People vs. Larry Flynt, The (1996)	http://dbpedia.org/resource/The_People_vs._Larry_Flynt
905	1121	6126	Glory Daze (1996)	http://dbpedia.org/resource/Glory_Daze
906	1124	9291	On Golden Pond (1981)	http://dbpedia.org/resource/On_Golden_Pond_(1981_film)
907	1125	7893	Return of the Pink Panther, The (1974)	http://dbpedia.org/resource/The_Return_of_the_Pink_Panther
908	1126	1805	Drop Dead Fred (1991)	http://dbpedia.org/resource/Drop_Dead_Fred
909	1127	11531	Abyss, The (1989)	http://dbpedia.org/resource/Ghosts_of_the_Abyss
910	1128	8841	Fog, The (1980)	http://dbpedia.org/resource/The_Fog
911	1129	11476	Escape from New York (1981)	http://dbpedia.org/resource/Escape_from_New_York
912	1130	13500	Howling, The (1980)	http://dbpedia.org/resource/Howling_VI:_The_Freaks
913	1131	12810	Jean de Florette (1986)	http://dbpedia.org/resource/Jean_de_Florette
914	1132	2937	Manon of the Spring (Manon des sources) (1986)	http://dbpedia.org/resource/Manon_des_Sources_(1986_film)
915	1135	5098	Private Benjamin (1980)	http://dbpedia.org/resource/Private_Benjamin
916	1136	10803	Monty Python and the Holy Grail (1974)	http://dbpedia.org/resource/Monty_Python_and_the_Holy_Grail
917	1137	6367	Hustler White (1996)	http://dbpedia.org/resource/Hustler_White
918	1140	5586	Entertaining Angels: The Dorothy Day Story (1996)	http://dbpedia.org/resource/Entertaining_Angels:_The_Dorothy_Day_Story
919	1141	12787	Hoogste tijd (1995)	http://dbpedia.org/resource/Last_Call_(1995_film)
920	1142	10520	Get Over It (1996)	http://dbpedia.org/resource/Get_Over_It_(film)
921	1143	6594	Three Lives and Only One Death (1996)	http://dbpedia.org/resource/Three_Lives_and_Only_One_Death
922	1147	8983	When We Were Kings (1996)	http://dbpedia.org/resource/When_We_Were_Kings
923	1148	12986	Wrong Trousers, The (1993)	http://dbpedia.org/resource/The_Wrong_Trousers
924	1151	3117	Faust (1994)	http://dbpedia.org/resource/Faust_(1994_film)
925	1153	5269	Raw Deal (1948)	http://dbpedia.org/resource/Raw_Deal_(1948_film)
926	1157	2677	Symphonie pastorale, La (1946)	http://dbpedia.org/resource/La_Symphonie_Pastorale_(film)
927	1160	9179	Six of a Kind (1934)	http://dbpedia.org/resource/Six_of_a_Kind
928	1162	8276	Ruling Class, The (1972)	http://dbpedia.org/resource/The_Ruling_Class
929	1163	9467	Mina Tannenbaum (1994)	http://dbpedia.org/resource/Mina_Tannenbaum
930	1164	11110	Two or Three Things I Know About Her (1966)	http://dbpedia.org/resource/Two_or_Three_Things_I_Know_About_Her
931	1166	13983	Farmer & Chase (1995)	http://dbpedia.org/resource/Oyster_Farmer
932	1167	967	Dear God (1996)	http://dbpedia.org/resource/Dear_God_(film)
933	1168	3058	Bad Moon (1996)	http://dbpedia.org/resource/Bad_Moon
934	1169	3003	American Dream (1990)	http://dbpedia.org/resource/American_Dream_(film)
935	1170	2921	Best of the Best 3: No Turning Back (1995)	http://dbpedia.org/resource/Best_of_the_Best_3:_No_Turning_Back
936	1171	7183	Bob Roberts (1992)	http://dbpedia.org/resource/Bob_Roberts
937	1172	10625	Cinema Paradiso (1988)	http://dbpedia.org/resource/Cinema_Paradiso
938	1173	4828	Cook the Thief His Wife & Her Lover, The (1989)	http://dbpedia.org/resource/The_Cook,_the_Thief,_His_Wife_&_Her_Lover
939	1174	3442	Grosse Fatigue (1994)	http://dbpedia.org/resource/Grosse_Fatigue
940	1175	8389	Delicatessen (1991)	http://dbpedia.org/resource/Delicatessen_(film)
941	1177	11568	Enchanted April (1991)	http://dbpedia.org/resource/Enchanted_April
942	1178	2082	Paths of Glory (1957)	http://dbpedia.org/resource/Paths_of_Glory
943	1179	3964	Grifters, The (1990)	http://dbpedia.org/resource/The_Grifters_(film)
944	1181	13682	Shooter, The (1995)	http://dbpedia.org/resource/Shooter
945	1183	14300	English Patient, The (1996)	http://dbpedia.org/resource/The_English_Patient_(film)
946	1184	13057	Mediterraneo (1991)	http://dbpedia.org/resource/Mediterraneo
947	1185	14333	My Left Foot (1989)	http://dbpedia.org/resource/My_Left_Foot
948	1186	10963	Sex, Lies, and Videotape (1989)	http://dbpedia.org/resource/Sex,_Lies,_and_Videotape
949	1187	4548	Passion Fish (1992)	http://dbpedia.org/resource/Passion_Fish
950	1188	5384	Strictly Ballroom (1992)	http://dbpedia.org/resource/Strictly_Ballroom
951	1189	9187	Thin Blue Line, The (1988)	http://dbpedia.org/resource/The_Thin_Blue_Line
952	1190	5202	Tie Me Up! Tie Me Down! (1990)	http://dbpedia.org/resource/Tie_Me_Up!_Tie_Me_Down!
953	1191	875	Madonna: Truth or Dare (1991)	http://dbpedia.org/resource/Madonna:_Truth_or_Dare
954	1192	12751	Paris Is Burning (1990)	http://dbpedia.org/resource/Paris_Is_Burning_(film)
955	1193	2348	One Flew Over the Cuckoo's Nest (1975)	http://dbpedia.org/resource/One_Flew_Over_the_Cuckoo's_Nest_(film)
956	1194	12647	Up in Smoke (1978)	http://dbpedia.org/resource/Up_in_Smoke_(1957_film)
957	1196	11966	Star Wars: Episode V - The Empire Strikes Back (1980)	http://dbpedia.org/resource/The_Empire_Strikes_Back
958	1197	5815	Princess Bride, The (1987)	http://dbpedia.org/resource/The_Princess_Bride_(film)
959	1198	10295	Raiders of the Lost Ark (1981)	http://dbpedia.org/resource/Raiders_of_the_Lost_Ark
960	1199	4753	Brazil (1985)	http://dbpedia.org/resource/Brazil_(1985_film)
961	1200	11313	Aliens (1986)	http://dbpedia.org/resource/Aliens_(film)
962	1201	6255	Good, The Bad and The Ugly, The (1966)	http://dbpedia.org/resource/The_Good,_the_Bad_and_the_Ugly
963	1202	3767	Withnail and I (1987)	http://dbpedia.org/resource/Withnail_and_I
964	1203	13025	12 Angry Men (1957)	http://dbpedia.org/resource/12_Angry_Men_(1957_film)
965	1204	8185	Lawrence of Arabia (1962)	http://dbpedia.org/resource/Lawrence_of_Arabia_(film)
966	1205	10563	Transformers: The Movie, The (1986)	http://dbpedia.org/resource/The_Transformers:_The_Movie
967	1206	13821	Clockwork Orange, A (1971)	http://dbpedia.org/resource/A_Clockwork_Orange_(film)
968	1207	4419	To Kill a Mockingbird (1962)	http://dbpedia.org/resource/To_Kill_a_Mockingbird_(film)
969	1208	9792	Apocalypse Now (1979)	http://dbpedia.org/resource/Apocalypse_Now
970	1209	4495	Once Upon a Time in the West (1969)	http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West
971	1210	11889	Star Wars: Episode VI - Return of the Jedi (1983)	http://dbpedia.org/resource/Return_of_the_Jedi
972	1212	13170	Third Man, The (1949)	http://dbpedia.org/resource/Third_Man_Out
973	1213	7041	GoodFellas (1990)	http://dbpedia.org/resource/Goodfellas
974	1214	900	Alien (1979)	http://dbpedia.org/resource/Alien_(film)
975	1215	12322	Army of Darkness (1993)	http://dbpedia.org/resource/Army_of_Darkness
976	1217	1895	Ran (1985)	http://dbpedia.org/resource/Ran_(film)
977	1219	5285	Psycho (1960)	http://dbpedia.org/resource/Psycho_(1960_film)
978	1220	4952	Blues Brothers, The (1980)	http://dbpedia.org/resource/The_Blues_Brothers_(film)
979	1221	10437	Godfather: Part II, The (1974)	http://dbpedia.org/resource/The_Godfather_Part_II
980	1222	407	Full Metal Jacket (1987)	http://dbpedia.org/resource/Full_Metal_Jacket
981	1223	3723	Grand Day Out, A (1992)	http://dbpedia.org/resource/A_Grand_Day_Out
982	1224	3197	Henry V (1989)	http://dbpedia.org/resource/Henry_V_(1989_film)
983	1225	9482	Amadeus (1984)	http://dbpedia.org/resource/Amadeus_(film)
984	1226	13786	Quiet Man, The (1952)	http://dbpedia.org/resource/The_Quiet_Man
985	1227	6903	Once Upon a Time in America (1984)	http://dbpedia.org/resource/Once_Upon_a_Time_in_America
986	1228	1976	Raging Bull (1980)	http://dbpedia.org/resource/Raging_Bull
987	1230	10086	Annie Hall (1977)	http://dbpedia.org/resource/Annie_Hall
988	1231	8679	Right Stuff, The (1983)	http://dbpedia.org/resource/The_Right_Stuff_(film)
989	1232	1294	Stalker (1979)	http://dbpedia.org/resource/Stalker_(1979_film)
990	1234	4967	Sting, The (1973)	http://dbpedia.org/resource/Sting_of_the_West
991	1235	8714	Harold and Maude (1971)	http://dbpedia.org/resource/Harold_and_Maude
992	1236	13175	Trust (1990)	http://dbpedia.org/resource/Trust_(1990_film)
993	1238	931	Local Hero (1983)	http://dbpedia.org/resource/Local_Hero
994	1240	14294	Terminator, The (1984)	http://dbpedia.org/resource/Terminator_Salvation
995	1241	10454	Braindead (1992)	http://dbpedia.org/resource/Braindead_(film)
996	1242	1767	Glory (1989)	http://dbpedia.org/resource/Glory_(1989_film)
997	1244	13804	Manhattan (1979)	http://dbpedia.org/resource/Manhattan_(film)
998	1245	5884	Miller's Crossing (1990)	http://dbpedia.org/resource/Miller's_Crossing
999	1246	3253	Dead Poets Society (1989)	http://dbpedia.org/resource/Dead_Poets_Society
1000	1247	14642	Graduate, The (1967)	http://dbpedia.org/resource/Graduate_(film)
1001	1248	5995	Touch of Evil (1958)	http://dbpedia.org/resource/Touch_of_Evil
1002	1250	87	Bridge on the River Kwai, The (1957)	http://dbpedia.org/resource/The_Bridge_on_the_River_Kwai
1003	1252	7380	Chinatown (1974)	http://dbpedia.org/resource/Chinatown_(1974_film)
1004	1253	12723	Day the Earth Stood Still, The (1951)	http://dbpedia.org/resource/The_Day_the_Earth_Stood_Still_(2008_film)
1005	1254	4297	Treasure of the Sierra Madre, The (1948)	http://dbpedia.org/resource/The_Treasure_of_the_Sierra_Madre_(film)
1006	1255	3634	Bad Taste (1987)	http://dbpedia.org/resource/Bad_Taste
1007	1256	106	Duck Soup (1933)	http://dbpedia.org/resource/Duck_Soup_(1933_film)
1008	1257	165	Better Off Dead... (1985)	http://dbpedia.org/resource/Better_Off_Dead_(film)
1009	1258	11362	Shining, The (1980)	http://dbpedia.org/resource/Shining_Through
1010	1259	12141	Stand by Me (1986)	http://dbpedia.org/resource/Stand_by_Me_(film)
1011	1261	2056	Evil Dead II (Dead By Dawn) (1987)	http://dbpedia.org/resource/Evil_Dead_II
1012	1262	11747	Great Escape, The (1963)	http://dbpedia.org/resource/The_Great_Escape_(film)
1013	1263	371	Deer Hunter, The (1978)	http://dbpedia.org/resource/The_Deer_Hunter
1014	1264	11281	Diva (1981)	http://dbpedia.org/resource/Diva_(1981_film)
1015	1265	11226	Groundhog Day (1993)	http://dbpedia.org/resource/Groundhog_Day_(film)
1016	1266	9264	Unforgiven (1992)	http://dbpedia.org/resource/Unforgiven
1017	1267	6396	Manchurian Candidate, The (1962)	http://dbpedia.org/resource/The_Manchurian_Candidate_(1962_film)
1018	1268	4435	Pump Up the Volume (1990)	http://dbpedia.org/resource/Pump_Up_the_Volume_(film)
1019	1269	7037	Arsenic and Old Lace (1944)	http://dbpedia.org/resource/Arsenic_and_Old_Lace_(film)
1020	1270	6579	Back to the Future (1985)	http://dbpedia.org/resource/Back_to_the_Future
1021	1271	4276	Fried Green Tomatoes (1991)	http://dbpedia.org/resource/Fried_Green_Tomatoes
1022	1272	5260	Patton (1970)	http://dbpedia.org/resource/Patton_(film)
1023	1273	4836	Down by Law (1986)	http://dbpedia.org/resource/Down_by_Law_(film)
1024	1274	2041	Akira (1988)	http://dbpedia.org/resource/Akira_(film)
1025	1275	4154	Highlander (1986)	http://dbpedia.org/resource/Highlander_(film)
1026	1276	1179	Cool Hand Luke (1967)	http://dbpedia.org/resource/Cool_Hand_Luke
1027	1278	11448	Young Frankenstein (1974)	http://dbpedia.org/resource/Young_Frankenstein
1028	1279	3290	Night on Earth (1991)	http://dbpedia.org/resource/Night_on_Earth
1029	1280	10819	Raise the Red Lantern (1991)	http://dbpedia.org/resource/Raise_the_Red_Lantern
1030	1281	13354	Great Dictator, The (1940)	http://dbpedia.org/resource/The_Great_Dictator
1031	1282	12678	Fantasia (1940)	http://dbpedia.org/resource/Fantasia
1032	1283	7970	High Noon (1952)	http://dbpedia.org/resource/High_Noon_(2009_film)
1033	1284	8782	Big Sleep, The (1946)	http://dbpedia.org/resource/The_Big_Sleep_(1946_film)
1034	1285	8135	Heathers (1989)	http://dbpedia.org/resource/Heathers
1035	1286	3256	Somewhere in Time (1980)	http://dbpedia.org/resource/Somewhere_in_Time_(film)
1036	1287	5229	Ben-Hur (1959)	http://dbpedia.org/resource/Ben-Hur_(1959_film)
1037	1288	9568	This Is Spinal Tap (1984)	http://dbpedia.org/resource/This_Is_Spinal_Tap
1038	1289	239	Koyaanisqatsi (1983)	http://dbpedia.org/resource/Koyaanisqatsi
1039	1290	5228	Some Kind of Wonderful (1987)	http://dbpedia.org/resource/Some_Kind_of_Wonderful_(film)
1040	1291	5657	Indiana Jones and the Last Crusade (1989)	http://dbpedia.org/resource/Indiana_Jones_and_the_Last_Crusade
1041	1292	7816	Being There (1979)	http://dbpedia.org/resource/Being_There
1042	1293	5781	Gandhi (1982)	http://dbpedia.org/resource/Gandhi_(film)
1043	1294	11871	M*A*S*H (1970)	http://dbpedia.org/resource/MASH_(film)
1044	1295	8916	Unbearable Lightness of Being, The (1988)	http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being_(film)
1045	1296	592	Room with a View, A (1986)	http://dbpedia.org/resource/Room_with_a_View
1046	1297	2554	Real Genius (1985)	http://dbpedia.org/resource/Real_Genius
1047	1299	12939	Killing Fields, The (1984)	http://dbpedia.org/resource/The_Killing_Fields_(film)
1048	1300	13487	My Life as a Dog (Mitt liv som hund) (1985)	http://dbpedia.org/resource/My_Life_as_a_Dog
1049	1301	6319	Forbidden Planet (1956)	http://dbpedia.org/resource/Forbidden_Planet
1050	1302	4672	Field of Dreams (1989)	http://dbpedia.org/resource/Field_of_Dreams
1051	1303	12770	Man Who Would Be King, The (1975)	http://dbpedia.org/resource/The_Man_Who_Would_Be_King_(film)
1052	1304	6037	Butch Cassidy and the Sundance Kid (1969)	http://dbpedia.org/resource/Butch_Cassidy_and_the_Sundance_Kid
1053	1305	3862	Paris, Texas (1984)	http://dbpedia.org/resource/Paris,_Texas_(film)
1054	1306	1943	Until the End of the World (Bis ans Ende der Welt) (1991)	http://dbpedia.org/resource/Until_the_End_of_the_World
1055	1307	8226	When Harry Met Sally... (1989)	http://dbpedia.org/resource/When_Harry_Met_Sally...
1056	1309	5923	Parallel Sons (1995)	http://dbpedia.org/resource/Parallel_Sons
1057	1310	7324	Hype! (1996)	http://dbpedia.org/resource/Hype!
1058	1311	14054	Santa with Muscles (1996)	http://dbpedia.org/resource/Santa_with_Muscles
1059	1313	7855	Mad Dog Time (1996)	http://dbpedia.org/resource/Mad_Dog_Time
1060	1314	2578	Breathing Room (1996)	http://dbpedia.org/resource/Breathing_Room
1061	1317	3810	I'm Not Rappaport (1996)	http://dbpedia.org/resource/I'm_Not_Rappaport_(film)
1062	1318	14568	Blue Juice (1995)	http://dbpedia.org/resource/Blue_Juice
1063	1321	12623	American Werewolf in London, An (1981)	http://dbpedia.org/resource/An_American_Werewolf_in_London
1064	1322	13069	Amityville 1992: It's About Time (1992)	http://dbpedia.org/resource/Amityville:_It's_About_Time
1065	1323	1797	Amityville 3-D (1983)	http://dbpedia.org/resource/Amityville_3-D
1066	1324	13867	Amityville: Dollhouse (1996)	http://dbpedia.org/resource/Amityville_Dollhouse
1067	1325	10545	Amityville: A New Generation (1993)	http://dbpedia.org/resource/Amityville:_A_New_Generation
1068	1326	3487	Amityville II: The Possession (1982)	http://dbpedia.org/resource/Amityville_II:_The_Possession
1069	1327	2109	Amityville Horror, The (1979)	http://dbpedia.org/resource/The_Amityville_Horror_(1979_film)
